Name;spectrum_20140711_1722139.csv;spectrum_20140711_1722141.csv;spectrum_20140711_1722159.csv;spectrum_20140711_1722161.csv;spectrum_20140711_1722178.csv
Time;20140711_1722139;20140711_1722141;20140711_1722159;20140711_1722161;20140711_1722178
IT;90374;90374;90374;90374;90374
337.39;0.0;0.0;0.0;0.0;0.0
337.85;0.0;0.0;0.0;0.0;0.0
338.3;0.0;0.0;0.0;0.0;0.0
338.76;0.0;0.0;0.0;0.0;0.0
339.21;0.36206794;0.07063918;0.056701254;0.042066287;0.072293445
339.66;0.35802257;0.054452017;0.056171216;0.04862822;0.05928388
340.12;0.38232264;0.052609947;0.091676876;0.08856852;0.0664294
340.57;0.40248287;0.1021495;0.12107827;0.06728988;0.102616794
341.03;0.35723045;0.054185748;0.08733194;0.054272745;0.060444813
341.48;0.38168165;0.10314576;0.070769854;0.08342118;0.09761568
341.94;0.45476818;0.117749766;0.10755122;0.10861279;0.11778363
342.39;0.37754053;0.07792711;0.08331952;0.08410952;0.06645357
342.84;0.43787107;0.11516125;0.1329543;0.10511289;0.113433704
343.3;0.38625568;0.07287528;0.086677395;0.059399903;0.085015506
343.75;0.40489888;0.09924229;0.093404144;0.06985128;0.10619518
344.21;0.42801705;0.07436752;0.07546214;0.073630504;0.057921898
344.66;0.3460672;0.07486453;0.052290138;0.06913549;0.051453814
345.12;0.40134037;0.090925165;0.1122222;0.10959496;0.11169954
345.57;0.3134703;0.052174337;0.042993844;0.059375502;0.06288417
346.02;0.35040238;0.08362927;0.09198113;0.06296016;0.08861966
346.48;0.3521869;0.04448446;0.060806476;0.042744465;0.044307776
346.93;0.39641103;0.08384567;0.0781743;0.09821953;0.09435216
347.39;0.37859902;0.092718095;0.11719183;0.10493417;0.092923455
347.84;0.32556453;0.049446464;0.04985937;0.04826777;0.049275126
348.3;0.24849705;-0.009619356;-0.009671881;-0.0053690653;-0.0053690653
348.75;0.3146009;0.078904025;0.07487371;0.06458189;0.07890477
349.21;0.3312305;0.08798683;0.08797173;0.06254382;0.08797173
349.66;0.32947776;0.06684208;0.07085057;0.06831926;0.05468637
350.12;0.35759822;0.09166219;0.095655434;0.085884616;0.09211621
350.57;0.35973746;0.0809478;0.084846064;0.08786556;0.08877308
351.03;0.3326046;0.06584023;0.042623434;0.05018631;0.05046667
351.48;0.34772065;0.08422348;0.08463942;0.08330034;0.09543628
351.94;0.34040427;0.07690928;0.0765394;0.06883728;0.08359844
352.39;0.36883995;0.08782402;0.084157005;0.08285104;0.09540478
352.85;0.3954328;0.0926221;0.09707231;0.10016536;0.10805653
353.3;0.3548499;0.080627754;0.090723015;0.07792037;0.07631516
353.76;0.37487823;0.08566064;0.0930348;0.087631196;0.0760948
354.21;0.31957486;0.043189187;0.052392017;0.032729663;0.056085825
354.67;0.3550785;0.074716054;0.07511831;0.07307831;0.077843145
355.12;0.34025034;0.041023705;0.049681135;0.046787433;0.050315373
355.58;0.37898943;0.09996589;0.08828177;0.10299368;0.10065589
356.03;0.3862007;0.09328321;0.11031465;0.108751185;0.105161235
356.49;0.4003944;0.10118962;0.11833379;0.10146177;0.092367716
356.94;0.39582574;0.07323384;0.09853022;0.09411709;0.0938274
357.4;0.36968762;0.0936394;0.08175417;0.08488542;0.08881923
357.85;0.34810674;0.08697731;0.08172424;0.08383291;0.08783143
358.31;0.34166357;0.07459984;0.074242145;0.05436503;0.077317186
358.76;0.33467248;0.08486973;0.08227698;0.073028244;0.0817116
359.22;0.3514803;0.08401494;0.08633538;0.0830737;0.08040056
359.68;0.3386972;0.076134;0.06710243;0.063609116;0.068237595
360.13;0.35672358;0.087487884;0.08626617;0.094455324;0.09168587
360.59;0.3609469;0.08825241;0.096228085;0.08135935;0.09148368
